,Company,Job,Salary,Reported,Location,Rating
9507,Zoho,Entry Level Java Developer,400000,1,Chennai,4.5
9508,Pointel Solutions,Entry Level Java Developer,400000,1,Chennai,2.7
9509,I am a fresher,Entry Level Java Developer,500000,1,Chennai,3.8
9510,HCL Technologies,Java Senior Developer,700000,1,Chennai,3.7
9511,HCL,Java Senior Developer,1500000,1,Chennai,3.6
9512,CTS,Java Fullstack Developer,400000,1,Chennai,3.8
9513,Tata Consultancy Services,Java Back-end Developer,168000,1,Chennai,3.9
9514,Gold Coast IT Solutions,Java Back-end Developer,300000,1,Chennai,4.2
9515,Infoview Technologies Pvt Limited,Java Developer Trainee,1100000,1,Chennai,3.1
9516,Tata Consultancy Services,Java Programmer,432000,1,Chennai,3.9
9517,Infosys,Java Programmer,456000,1,Chennai,3.3
9518,Cognizant Technology Solutions,Java Programmer,800000,1,Chennai,3.8
9519,Accenture,Java Programmer,400000,1,Chennai,4.1
9520,Atos-Syntel,Java Programmer,400000,1,Chennai,3.5
9521,HCL,Java Programmer - Contractor,800000,1,Chennai,3.6
9522,HCL,Java Programmer,400000,1,Chennai,3.6
9523,Self Opportunity,Java Programmer,100000,1,Chennai,4.3
9524,Flex,Java Programmer,300000,1,Chennai,3.9
9525,Silver Touch Technologies,Java Programmer - Contractor,300000,1,Chennai,3.8
9526,JAVA,Java Programmer,288000,1,Chennai,4.2
9527,Thirdware Solution,Java Programmer,600000,1,Chennai,3.9
9528,SysArc Infomatix,Java Programmer,400000,1,Chennai,3.5
9529,Shiash Info Solutions,Java Programmer,300000,1,Chennai,3.6
9530,Etax Accountants,Java Programmer,108000,1,Chennai,4.2
9531,Besant Technologies,Java Programmer,300000,1,Chennai,4.7
9532,Jilaba,Java Programmer,400000,1,Chennai,3.5
9533,Kannangara Thomson,Java Programmer,300000,1,Chennai,4.1
9534,E2 Infosystems,Java Programmer,288000,1,Chennai,4.1
9535,Ginger,Java Programmer,400000,1,Chennai,4.0
9536,RONAL,Java Programmer,300000,1,Chennai,3.4
9537,Valiance Technology,Java Programmer,528000,1,Chennai,4.6
9538,Ralcorp,Java Programmer,300000,1,Chennai,3.7
9539,None Such Farm,Core Java Developer,396000,1,Chennai,3.7
9540,2018,Core Java Developer,708000,1,Chennai,3.8
9541,HCL Technologies,Senior Java Developer/Lead,800000,1,Chennai,3.7
9542,Fiserv,Senior Java Developer/Lead,1400000,1,Chennai,3.3
9543,Tata Consultancy Services,Java,444000,1,Chennai,3.9
9544,Cognizant Technology Solutions,Java,288000,1,Chennai,3.8
9545,HCL Technologies,Java,800000,1,Chennai,3.7
9546,FIS,Java,600000,1,Chennai,3.8
9547,YES,Java,100000,1,Chennai,4.2
9548,CTS,Java,288000,1,Chennai,3.8
9549,Ciber,Java,720000,1,Chennai,3.6
9550,CarWale,Java,500000,1,Chennai,3.8
9551,AnywhereWorks,Java - Intern,120000,1,Chennai,3.7
9552,Kumaran Systems,Java,100000,1,Chennai,3.7
9553,Shiash Info Solutions,Java,408000,1,Chennai,3.6
9554,OASYS Cybernetics,Java,288000,1,Chennai,3.6
9555,Bluewhale Solutions,Java,144000,1,Chennai,2.4
9556,Yalamanchili,Java,108000,1,Chennai,3.1
9557,7Eleven Arthasastra Technology,Java,216000,1,Chennai,4.3
9558,Anne Arundel Community College,Java,228000,1,Chennai,4.2
9559,SLN Technologies (India),Java - Intern,120000,1,Chennai,5.0
9560,No,Java,100000,1,Chennai,3.8
9561,Fassan,Java,84000,1,Chennai,5.0
9562,JAVA,Trainee Java Developer,120000,1,Chennai,4.2
9563,Fancy Fresher,Trainee Java Developer,288000,1,Chennai,4.3
9564,Wipro,Java SSE,500000,1,Chennai,3.8
9565,IBM,Java SSE,1900000,1,Chennai,4.1
9566,LTI,Java SSE,888000,1,Chennai,3.8
9567,DXC Technology,Java SSE,900000,1,Chennai,3.5
9568,Mindtree,Java SSE,700000,1,Chennai,4.0
9569,Mindtree,Java SSE - Contractor,600000,1,Chennai,4.0
9570,Virtusa,Java SSE,1100000,1,Chennai,3.7
9571,BA Continuum India,Java SSE,600000,1,Chennai,4.3
9572,Newgen Software,Java SSE,500000,1,Chennai,3.4
9573,NortonLifeLock,Java SSE,1900000,1,Chennai,3.9
9574,Infoview Technologies Pvt Limited,Java SSE,1400000,1,Chennai,3.1
9575,AstraZeneca,Java SSE,1100000,1,Chennai,4.1
9576,YuMe,Java SSE,2500000,1,Chennai,3.8
9577,Sify Software,Java SSE Contractor,120000,1,Chennai,3.4
9578,Veryx Technologies,Java SSE,1200000,1,Chennai,4.0
9579,Innoppl,Java SSE,500000,1,Chennai,4.2
9580,Nividous,Java SSE,400000,1,Chennai,4.0
9581,eSoft Consulting,Java SSE,500000,1,Chennai,2.6
9582,Hailey Specialty Tools,Java SSE,1176000,1,Chennai,4.1
9583,sunil metha,Java SSE,100000,1,Chennai,3.8
9584,Tech Mahindra,Sr. Java/J2EE Developer,900000,1,Chennai,3.6
9585,BNY Mellon,Sr. Java/J2EE Developer,1000000,1,Chennai,3.6
9586,Softsuave,Java Developer Fresher,180000,1,Chennai,3.4
9587,LTI,Java Lead Developer,1600000,1,Chennai,3.8
9588,Tagit Pte,Java Lead Developer,1200000,1,Chennai,4.3
9589,Techstar Consulting,Java Lead Developer,500000,1,Chennai,3.9
9590,Watsonite,Java Lead Developer,100000,1,Chennai,4.7
9591,University of Phoenix,Java Lead Developer,100000,1,Chennai,3.6
9592,Infoview Technologies Pvt Limited,Java Backend Developer (),384000,1,Chennai,3.1
9593,Grootan Technologies,Java Engineer,700000,1,Chennai,4.7
9594,HCL Technologies,Java Consultant,800000,1,Chennai,3.7
9595,AstraZeneca,Java Consultant,800000,1,Chennai,4.1
9596,Tata Consultancy Services,Java Architect,2000000,1,Chennai,3.9
9597,Cognizant Technology Solutions,Java Architect,1400000,1,Chennai,3.8
9598,HCL Technologies,Java Architect,2000000,1,Chennai,3.7
9599,BNY Mellon,Java Architect,2000000,1,Chennai,3.6
9600,ExcelaCom Technologies,Java Architect,2000000,1,Chennai,3.5
9601,Mindtree,Java Senior Software Engineer,444000,1,Chennai,4.0
9602,Urjanet,Java Trainee - Intern,180000,1,Chennai,3.9
9603,MindGate Solutions,Java Trainee,400000,1,Chennai,3.3
9604,Chain-Sys,Java Trainee,300000,1,Chennai,3.5
9605,KloudOne,Java Trainee,120000,1,Chennai,3.6
9606,Tata Consultancy Services,Technical Lead - Java,700000,1,Chennai,3.9
9607,Infosys,Technical Lead - Java,972000,1,Chennai,3.3
9608,Wipro Technologies,Technical Lead - Java,200000,1,Chennai,3.8
9609,Fidelity Investments,Technical Lead - Java,100000,1,Chennai,4.3
9610,Intellect Design Arena,Technical Lead - Java,1400000,1,Chennai,4.0
9611,IBM,Java J2EE Developer,1200000,1,Chennai,4.1
9612,Sintex Industries,Java Script Developer,312000,1,Chennai,3.6
9613,Virtusa,Java Developer Associate,400000,1,Chennai,3.7
9614,EMPLOYERS,Java Jee Developer,200000,1,Chennai,4.1
9615,Infosys,Java Tech Lead,1200000,1,Chennai,3.3
9616,Wipro,Java Tech Lead,1000000,1,Chennai,3.8
9617,Mphasis,Java Tech Lead,480000,1,Chennai,3.7
9618,Standard Chartered Global Business Services,Java Tech Lead,1400000,1,Chennai,3.7
9619,Onward Technologies,Java Tech Lead,1100000,1,Chennai,3.7
9620,7HCL Technologies,Java Tech Lead,600000,1,Chennai,3.8
9621,Intelliswift,Java Developer(Fresher),200000,1,Chennai,4.3
9622,Infosys,Java Lead,700000,1,Chennai,3.3
9623,HCL,Java Lead,576000,1,Chennai,3.6
9624,HTC,Java Lead,1000000,1,Chennai,3.9
9625,Infosys,Java Spring Boot Developer,500000,1,Chennai,3.3
9626,Mphasis,Java Spring Boot Developer,1200000,1,Chennai,3.7
9627,Wipro Technologies,Java Spring Boot Developer,564000,1,Chennai,3.8
9628,Vinsinfo,Java Spring Boot Developer,300000,1,Chennai,4.1
9629,MindGate Solutions,Team Lead/Senior Java Developer,744000,1,Chennai,3.3
9630,Tata Consultancy Services,Java Devlopers,800000,1,Chennai,3.9
9631,Virtusa,Java Devlopers,400000,1,Chennai,3.7
9632,M. Sathish Kumar Architectural & Industrial Model Maker,Java Devlopers,300000,1,Chennai,4.1
9633,Sirahu Technologies,Java Devlopers,144000,1,Chennai,4.0
9634,Dqube Global Software Services,Java Devlopers,200000,1,Chennai,4.4
9635,FDO,Junior Java Developer/Software Engineer,324000,1,Chennai,4.0
9636,HCL Technologies,Senior Java Programmer,900000,1,Chennai,3.7
9637,SightSpectrum,Senior Java Programmer,1091904,1,Chennai,4.2
9638,Interlace India,Senior Java Programmer,588000,1,Chennai,4.1
9639,Fresher,Java Fresher,240000,1,Chennai,4.1
9640,Software Developers,Java Fresher,168000,1,Chennai,4.1
9641,SNS College of Technology,Java Fresher,300000,1,Chennai,4.2
9642,Scope International,Technical Java Lead Developer,1300000,1,Chennai,4.1
9643,Polaris,Technical Java Lead Developer,800000,1,Chennai,3.6
9644,Infosys,Java Technical Lead,1600000,1,Chennai,3.3
9645,Accenture,Java Technical Lead,1900000,1,Chennai,4.1
9646,Wipro Technologies,Java Technical Lead,900000,1,Chennai,3.8
9647,Standard Chartered Global Business Services,Java Technical Lead,1600000,1,Chennai,3.7
9648,Infosys,Java Developer(Java Microservice Developer),500000,1,Chennai,3.3
9649,Financial Software & Systems,Java Programmer Analyst,600000,1,Chennai,3.1
9650,Graduate Student,Junior Java Programmer,180000,1,Chennai,4.3
9651,Sun TV Network,Junior Java Programmer,300000,1,Chennai,4.1
9652,Vector Marketing,"Junior Software Developer, Java Trainer",216000,1,Chennai,4.4
9653,NIIT,Java Trainer,636000,1,Chennai,3.7
9654,IRIS Technologies,Java Trainer,180000,1,Chennai,1.4
9655,Citicorp Services India,Senior Software JAVA Developer,1500000,1,Chennai,3.8
9656,Accenture,Java With Spring Boot Developer,1000000,1,Chennai,4.1
9657,Fresher,Fresher - Java Developer,180000,1,Chennai,4.1
9658,Fresher Than Fresh,Fresher - Java Developer,180000,1,Chennai,4.3
9659,SRM Technologies,Java Delevoper,100000,1,Chennai,3.8
9660,Botree Software International,Java Team Leader,900000,1,Chennai,3.5
9661,"LiveRamp, sam, hari",Freshers Java Applications Developer,180000,1,Chennai,3.8
9662,Caterpillar,Senior Associate - Java Developer,1000000,1,Chennai,4.0
9663,Tata Consultancy Services,Java Production Support,468000,1,Chennai,3.9
9664,Mindtree,Java Devloper- Entry Level,400000,1,Chennai,4.0
9665,Land O'Lakes,Java Devloper- Entry Level,300000,1,Chennai,4.0
9666,Cognizant Technology Solutions,Java Full Stack Engineer - Intern,144000,1,Chennai,3.8
9667,JAVA,Java and J2EE Developer,1500000,1,Chennai,4.2
9668,Photon,Techlead Java,300000,1,Chennai,3.9
9669,Finnovion Tech Labs,Java Andriod Developer,100000,1,Chennai,3.8
9670,TCS,Java Deceloper,400000,1,Chennai,4.0
9671,CGI,Java/J2EE Programmer,700000,1,Chennai,3.8
9672,Datum Software,Java SOA Developer,1200000,1,Chennai,4.1
9673,Guild Education,Junior Java Developr,300000,1,Chennai,4.2
9674,Lee Orthodontics (CA),PL/SQL - Java Developer,1000000,1,Chennai,4.0
9675,GlobalLogic,Senior Core Java Developer,1000000,1,Chennai,4.0
9676,Renault Nissan Technology & Business Centre,Technical Lead - Java/J2EE,576000,1,Chennai,3.6
9677,Standard Chartered Global Business Services,Senior Java Develoiper,768000,1,Chennai,3.7
9678,Fresher Zones,"SQL Developer, Java Developer",180000,1,Chennai,3.9
9679,Wipro,"Project Engineer, Java Fresher",400000,1,Chennai,3.8
9680,Self Opportunity,Java Manager,1000000,1,Chennai,4.3
9681,Tata Consultancy Services,"Tester-Java, Selenium",400000,1,Chennai,3.9
9682,JAVA,"Tester-Java, Selenium",336000,1,Chennai,4.2
9683,Karur Vysya Bank,Java Programmer/Oracle,300000,1,Chennai,3.6
9684,Fresher,Java Devoleper,300000,1,Chennai,4.1
9685,Tata Consultancy Services,Java Deveploer,120000,1,Chennai,3.9
9686,Oracle Financial Group,"Oracle ADF/Java Developer, Database, Weblogic Some Ops/Administrative",1400000,1,Chennai,3.7
9687,Polaris FT,Java Developer/Mobile App Developer,600000,1,Chennai,3.8
9688,Cognizant Technology Solutions,Java and Dot Net Developer,300000,1,Chennai,3.8
9689,Renault Nissan Technology & Business Centre,Java/Big Data Developer,720000,1,Chennai,3.6
9690,Tata Consultancy Services,Java Developer,200000,43,Hyderabad,3.9
9691,Grepthor Software Solutions,Java Developer,132000,9,Hyderabad,4.1
9692,Wipro,Java Developer,648000,8,Hyderabad,3.8
9693,Infosys,Java Developer,228000,8,Hyderabad,3.3
9694,Cognizant Technology Solutions,Java Developer,100000,6,Hyderabad,3.8
9695,Capgemini,Java Developer,300000,5,Hyderabad,3.8
9696,CGI,Java Developer,400000,5,Hyderabad,3.8
9697,Deloitte,Java Developer,600000,4,Hyderabad,4.0
9698,Oracle,Java Developer,600000,4,Hyderabad,3.9
9699,IBM,Java Developer,384000,3,Hyderabad,4.1
9700,ValueLabs,Java Developer,400000,3,Hyderabad,4.0
9701,ADP,Java Developer,600000,3,Hyderabad,4.0
9702,Napier Healthcare,Java Developer,156000,3,Hyderabad,4.1
9703,Rotech Info Systems,Java Developer,156000,3,Hyderabad,4.6
9704,Haileo Technologies,Java Developer,312000,3,Hyderabad,4.3
9705,Posidex Technologies,Java Developer,500000,2,Hyderabad,3.6
9706,NTT DATA,Java Developer,156000,2,Hyderabad,3.8
9707,Sunpro Cyber Systems,Java Developer,4700000,2,Hyderabad,3.8
9708,Vitech Systems Group,Java Developer,100000,2,Hyderabad,3.6
9709,PK,Java Developer,324000,2,Hyderabad,4.0
9710,Cogent Data Solutions,Java Developer,500000,2,Hyderabad,4.1
9711,MicroSpark Software Solutions,Java Developer,400000,2,Hyderabad,4.7
9712,Vengai Software Solutions,Java Developer,228000,2,Hyderabad,4.0
9713,Omega IT,Java Developer,144000,2,Hyderabad,3.2
9714,Verizon,Java Developer,900000,2,Hyderabad,3.9
9715,Ness Digital Engineering,Java Developer,700000,2,Hyderabad,4.2
9716,Modak,Java Developer,564000,2,Hyderabad,3.9
9717,Colruyt Group,Java Developer,600000,2,Hyderabad,3.9
9718,Accenture,Java Developer,500000,2,Hyderabad,4.1
9719,Experis India,Java Developer,300000,2,Hyderabad,3.2
9720,Wells Fargo,Java Developer,504000,2,Hyderabad,3.6
9721,Cloud Space Technologies,Java Developer,400000,2,Hyderabad,3.2
9722,Beta Bulls,Java Developer,120000,2,Hyderabad,3.8
9723,Ojas Innovative Technologies,Java Developer,264000,2,Hyderabad,3.3
9724,DXC Technology,Java Developer,156000,2,Hyderabad,3.5
9725,Steinmetz Integrated Software Solutions,Java Developer,200000,2,Hyderabad,4.7
9726,VNSoftech,Java Developer,216000,2,Hyderabad,3.6
9727,Google,Java Developer,192000,2,Hyderabad,4.5
9728,Thrymr Software,Java Developer,120000,2,Hyderabad,2.7
9729,Digitrix Technologies,Java Developer,2600000,2,Hyderabad,3.9
9730,Virtusa,Java Developer,400000,2,Hyderabad,3.7
9731,RK Info Systems,Java Developer,264000,2,Hyderabad,3.2
9732,Virinchi Technologies,Java Developer,300000,2,Hyderabad,3.7
9733,Great Logics,Java Developer,132000,2,Hyderabad,3.7
9734,SutiSoft,Java Developer,156000,1,Hyderabad,3.5
9735,Nxt Vision,Java Developer - Intern,504000,1,Hyderabad,3.8
9736,Prana Websolutions,Java Developer,480000,1,Hyderabad,4.1
9737,JAVA,Java Developer,300000,1,Hyderabad,4.2
9738,Intone Networks,Java Developer,200000,1,Hyderabad,4.4
9739,Hefty Creative Technologies,Java Developer,500000,1,Hyderabad,4.7
9740,Datapoint Info Solutions,Java Developer,400000,1,Hyderabad,3.5
9741,NCIS,Java Developer,600000,1,Hyderabad,3.8
9742,StudioTale,Java Developer,396000,1,Hyderabad,4.6
9743,MAN,Java Developer,360000,1,Hyderabad,3.7
9744,Vedic Systems,Java Developer - Intern,84000,1,Hyderabad,3.5
9745,Nacre Software Services,Java Developer - Intern,156000,1,Hyderabad,4.1
9746,Andhra Pradesh State Skill Development,Java Developer,300000,1,Hyderabad,3.5
9747,OZONETEL COMMUNICATIONS,Java Developer,156000,1,Hyderabad,4.4
9748,Bourntec Solutions,Java Developer,636000,1,Hyderabad,4.8
9749,Mindtree,Java Developer,400000,1,Hyderabad,4.0
9750,Agile CRM,Java Developer,600000,1,Hyderabad,3.2
9751,HELLO,Java Developer,800000,1,Hyderabad,4.2
9752,Tata Steel,Java Developer - Contractor,252000,1,Hyderabad,4.2
9753,Silverlake Digital Economy,Java Developer,1000000,1,Hyderabad,3.0
9754,Eidiko Systems Integrators,Java Developer,200000,1,Hyderabad,3.6
9755,Nivrithi Software Solutions,Java Developer - Contractor,200000,1,Hyderabad,3.0
9756,Linksoft,Java Developer,200000,1,Hyderabad,3.3
9757,YBR Infotechs,Java Developer,500000,1,Hyderabad,4.6
9758,Ada Insys,Java Developer,504000,1,Hyderabad,3.9
9759,PV Technosoft,Java Developer,200000,1,Hyderabad,3.0
9760,enVista,Java Developer,576000,1,Hyderabad,3.8
9761,UnitedHealth Group,Java Developer,900000,1,Hyderabad,3.7
9762,Rolta,Java Developer,400000,1,Hyderabad,3.2
9763,Sales Force Services,Java Developer,300000,1,Hyderabad,4.0
9764,Intense Technologies,Java Developer,200000,1,Hyderabad,4.0
9765,TIBCO Software,Java Developer,756000,1,Hyderabad,3.8
9766,Anurag Tiwari,Java Developer,336000,1,Hyderabad,4.1
9767,Triniti Corporation,Java Developer,120000,1,Hyderabad,3.7
9768,Tacky Root,Java Developer,240000,1,Hyderabad,1.0
9769,Indian Eagle,Java Developer,400000,1,Hyderabad,4.0
9770,Billion Apps Tech,Java Developer,672000,1,Hyderabad,2.6
9771,Walking Tree,Java Developer,276000,1,Hyderabad,3.7
9772,HCL Technologies,Java Developer,700000,1,Hyderabad,3.7
9773,Java Matic IT Solutions,Java Developer,288000,1,Hyderabad,5.0
9774,InnoCore Solutions,Java Developer,288000,1,Hyderabad,3.7
9775,Nisum,Java Developer,3100000,1,Hyderabad,4.0
9776,Evergent,Java Developer,600000,1,Hyderabad,4.4
9777,Karvy Group,Java Developer,720000,1,Hyderabad,3.3
9778,Experian,Java Developer,504000,1,Hyderabad,4.4
9779,Mphasis,Java Developer,500000,1,Hyderabad,3.7
9780,Pennant Technologies,Java Developer,1000000,1,Hyderabad,4.5
9781,Maktron Global IT Solutions,Java Developer,300000,1,Hyderabad,4.0
9782,Bitmin Infosystems,Java Developer,132000,1,Hyderabad,3.0
9783,AGS Infotech limited,Java Developer,420000,1,Hyderabad,4.3
9784,SSP 2000,Java Developer,500000,1,Hyderabad,4.5
9785,Avetti Commerce,Java Developer,300000,1,Hyderabad,4.3
9786,Acharya Nagarjuna University,Java Developer,192000,1,Hyderabad,3.4
9787,Vara Infrovate,Java Developer,500000,1,Hyderabad,3.4
9788,M.T. Bhargava,Java Developer,600000,1,Hyderabad,3.5
9789,Radicant Software Solutions,Java Developer,348000,1,Hyderabad,4.0
9790,Novel Inductive Reasoning Software,Java Developer,500000,1,Hyderabad,4.3
9791,Teamware Solutions,Java Developer,624000,1,Hyderabad,4.6
9792,J & K,Java Developer - Contractor,1700000,1,Hyderabad,3.8
9793,GGK Tech,Java Developer,612000,1,Hyderabad,3.8
9794,Perfex Technologies,Java Developer,300000,1,Hyderabad,5.0
9795,coMakeIT,Java Developer,1000000,1,Hyderabad,3.9
9796,IMImobile,Java Developer,300000,1,Hyderabad,3.6
9797,Signant Health,Java Developer,300000,1,Hyderabad,3.6
9798,IBM India,Java Developer,444000,1,Hyderabad,3.4
9799,Revuesoft Solutions,Java Developer,444000,1,Hyderabad,4.4
9800,PC Technology,Java Developer,84000,1,Hyderabad,2.6
9801,S2 Tech,Java Developer,300000,1,Hyderabad,3.8
9802,SkillCap Global IT Solutions,Java Developer,400000,1,Hyderabad,4.5
9803,Black Knight,Java Developer,400000,1,Hyderabad,3.5
9804,Raja Software Labs,Java Developer,400000,1,Hyderabad,4.0
9805,Gude Software Solutions,Java Developer,400000,1,Hyderabad,3.4
9806,Magna Infotech,Java Developer,900000,1,Hyderabad,3.3
9807,Oxygen Networks,Java Developer,144000,1,Hyderabad,3.7
9808,Igsa Solutions,Java Developer,336000,1,Hyderabad,3.9
9809,APTOnline,Java Developer,96000,1,Hyderabad,3.8
9810,Dell Technologies,Java Developer,300000,1,Hyderabad,4.3
9811,Axxera,Java Developer,700000,1,Hyderabad,3.4
9812,Winspiron Technologies,Java Developer,400000,1,Hyderabad,3.9
9813,Matrix Solutions,Java Developer,468000,1,Hyderabad,4.1
9814,Adeptech Systems,Java Developer,1100000,1,Hyderabad,4.0
9815,TFS,Java Developer,600000,1,Hyderabad,4.0
9816,Evoke Technologies,Java Developer,912000,1,Hyderabad,4.2
9817,Solvent Software Solutions,Java Developer,156000,1,Hyderabad,3.3
9818,BPUT,Java Developer,144000,1,Hyderabad,3.1
9819,Oloop Technology Solutions,Java Developer,312000,1,Hyderabad,4.6
9820,Blue Yonder,Java Developer,252000,1,Hyderabad,4.2
9821,HCL,Java Developer,336000,1,Hyderabad,3.6
9822,S-Team Software Solutions (India),Java Developer,500000,1,Hyderabad,4.2
9823,Netcracker Technology,Java Developer,1100000,1,Hyderabad,3.8
9824,RSR Infotech,Java Developer,300000,1,Hyderabad,4.0
9825,Space Multimedia,Java Developer,564000,1,Hyderabad,4.4
9826,Intellect Design Arena,Java Developer,300000,1,Hyderabad,4.0
9827,CorpSystems,Java Developer,288000,1,Hyderabad,3.0
9828,MicroObjects,Java Developer,800000,1,Hyderabad,3.7
9829,Kalypso IT Solutions,Java Developer,240000,1,Hyderabad,3.5
9830,Stigentech IT Services,Java Developer,228000,1,Hyderabad,4.3
9831,TechMojo Solutions,Java Developer - Intern,700000,1,Hyderabad,3.8
9832,Marolix Technology Solutions,Java Developer,156000,1,Hyderabad,4.1
9833,Visana,Java Developer,400000,1,Hyderabad,3.5
9834,Pole To Win,Java Developer,552000,1,Hyderabad,3.6
9835,Ydel Infratech,Java Developer,300000,1,Hyderabad,2.3
9836,ION Trading,Java Developer,1400000,1,Hyderabad,2.5
9837,Nixinn Insights,Java Developer,300000,1,Hyderabad,4.5
9838,Great Logics,Java Developer,108000,1,Hyderabad,3.7
9839,LOYALTY METHODS,Java Developer,700000,1,Hyderabad,3.6
9840,Zentech Info Solutions,Java Developer,900000,1,Hyderabad,3.2
9841,Orange,Java Developer,300000,1,Hyderabad,4.0
9842,Yagna Technologies,Java Developer,168000,1,Hyderabad,2.6
9843,Blue Ribbon,Java Developer - Intern,168000,1,Hyderabad,3.6
9844,Dhatri Info Solutions,Java Developer,360000,1,Hyderabad,4.0
9845,Magestic Software India,Java Developer,400000,1,Hyderabad,4.2
9846,Keystone Unique Info,Java Developer,300000,1,Hyderabad,4.3
9847,Merlon IT Services,Java Developer,312000,1,Hyderabad,3.9
9848,Redefine Techsoft,Java Developer,200000,1,Hyderabad,4.2
9849,Velocis Systems,Java Developer Contractor,456000,1,Hyderabad,4.1
9850,Clovity,Java Developer,400000,1,Hyderabad,4.4
9851,MNT Soft,Java Developer,300000,1,Hyderabad,4.5
9852,Infotech (Pakistan),Java Developer Contractor,396000,1,Hyderabad,3.4
9853,Globex Digital Solutions,Java Developer,360000,1,Hyderabad,3.8
9854,Kewill,Java Developer,300000,1,Hyderabad,2.9
9855,ZenQ,Java Developer,300000,1,Hyderabad,3.7
9856,Government of Andhra Pradesh,Java Developer,600000,1,Hyderabad,3.2
9857,GE,Java Developer,700000,1,Hyderabad,4.0
9858,IBM,Java Developer,1500000,1,Hyderabad,4.1
9859,Object Technology Solutions,Java Developer,300000,1,Hyderabad,4.5
9860,SoftConnex,Java Developer,288000,1,Hyderabad,4.2
9861,Cozy InfoSystems,Java Developer,132000,1,Hyderabad,3.9
9862,MicroInfo,Java Developer,600000,1,Hyderabad,3.8
9863,Apalya Technologies,Java Developer,400000,1,Hyderabad,3.8
9864,Pioneer,Java Developer,500000,1,Hyderabad,4.4
9865,Deltra Soft Technologies,Java Developer,500000,1,Hyderabad,4.5
9866,Harvard University,Java Developer,200000,1,Hyderabad,4.4
9867,Xtivia,Java Developer,300000,1,Hyderabad,4.4
9868,Info Services,Java Developer,204000,1,Hyderabad,4.3
9869,Tillster,Java Developer,372000,1,Hyderabad,3.4
9870,Zeta Global,Java Developer - Contractor,600000,1,Hyderabad,4.0
9871,Rahul Infotech,Java Developer,300000,1,Hyderabad,3.8
9872,Cliffminds,Java Developer,1000000,1,Hyderabad,5.0
9873,Tekskills,Java Developer,800000,1,Hyderabad,3.1
9874,Infosys,Java Developer,588000,1,Hyderabad,3.3
9875,iEnergizer,Java Developer,300000,1,Hyderabad,3.4
9876,Entourage Solution,Java Developer,276000,1,Hyderabad,4.1
9877,AD3I Systems,Java Developer,300000,1,Hyderabad,3.8
9878,Teletext,Java Developer,516000,1,Hyderabad,3.9
9879,VedaInfo,Java Developer,700000,1,Hyderabad,4.3
9880,ND Frames,Java Developer,216000,1,Hyderabad,4.5
9881,3000 Corp.,Java Developer - Intern,300000,1,Hyderabad,4.4
9882,JNET Technologies,Java Developer,500000,1,Hyderabad,3.9
9883,RF-MiCE Solutions,Java Developer,300000,1,Hyderabad,5.0
9884,HOJ Global Solution,Java Developer,456000,1,Hyderabad,5.0
9885,2COMS,Java Developer,600000,1,Hyderabad,3.8
9886,Polaris FT,Java Developer,400000,1,Hyderabad,3.8
9887,Kclink Technologies,Java Developer,300000,1,Hyderabad,3.4
9888,Juniper Networks,Java Developer,400000,1,Hyderabad,4.2
9889,Lap Technos and Service,Java Developer,400000,1,Hyderabad,4.5
9890,Karvy Stock Broking,Java Developer,700000,1,Hyderabad,3.3
9891,JLL,Java Developer,1100000,1,Hyderabad,3.9
9892,iCore Innovations,Java Developer,144000,1,Hyderabad,3.5
9893,Yogibo,Java Developer,200000,1,Hyderabad,3.8
9894,Datacore Technologies,Java Developer,480000,1,Hyderabad,3.1
9895,Patni Computer Systems,Java Developer Contractor,336000,1,Hyderabad,4.1
9896,Face IT,Java Developer,700000,1,Hyderabad,4.0
9897,SAI|SAI 108,Java Developer,288000,1,Hyderabad,3.5
9898,Tata Consultancy Services,Java Developer - Contractor,600000,1,Hyderabad,3.9
9899,Satyanaryana,Java Developer,264000,1,Hyderabad,3.9
9900,KMP IT Solutions,Java Developer,228000,1,Hyderabad,3.0
9901,Deccansoft,Java Developer,264000,1,Hyderabad,4.2
9902,Tribro,Java Developer,132000,1,Hyderabad,2.9
9903,ClinZen,Java Developer,312000,1,Hyderabad,3.9
9904,Ivy,Java Developer,500000,1,Hyderabad,4.0
9905,S-Apps Technologies,Java Developer,360000,1,Hyderabad,4.6
9906,Poojitha,Java Developer,400000,1,Hyderabad,4.1
9907,Magnaquest,Java Developer,300000,1,Hyderabad,3.7
9908,Naresh i Technologies,Java Developer,132000,1,Hyderabad,4.0
9909,People Tech Group,Java Developer,1000000,1,Hyderabad,3.5
9910,Jotter,Java Developer,300000,1,Hyderabad,2.6
9911,DHC,Java Developer,144000,1,Hyderabad,3.4
9912,Tata Consultancy Services (North America),Java Developer,500000,1,Hyderabad,3.8
9913,Tata Consultancy Services,Senior Java Developer,200000,24,Hyderabad,3.9
9914,Tata Consultancy Services,Junior Java Developer,200000,24,Hyderabad,3.9
9915,Infosys,Senior Java Developer,300000,21,Hyderabad,3.3
9916,Cognizant Technology Solutions,Senior Java Developer,300000,15,Hyderabad,3.8
9917,Tata Consultancy Services,Java Software Developer,200000,14,Hyderabad,3.9
9918,Tata Consultancy Services,Software Engineer - Java Developer,200000,13,Hyderabad,3.9
9919,AVYAIT,Junior Java Developer,192000,12,Hyderabad,3.8
